tweet_id,tweet_text,clean_text,label,priority_level,priority_score,true_label,predicted_label,prediction_confidence,true_label_confidence,label_correct,true_priority_level,true_priority_score,predicted_priority_level,predicted_priority_score,priority_correct,priority_signed_error,priority_distance,under_prioritised,over_prioritised,severe_priority_error
592339713131970560,"State Dept ""Confirm that 3 U.S. citizens died in Nepal on April 25. US expresses its deepest condolences to family &amp; friends of victims.""","State Dept ""Confirm that 3 U.S. citizens died in Nepal on April 25. US expresses its deepest condolences to family &amp; friends of victims.""",injured_or_dead_people,high,1,injured_or_dead_people,sympathy_and_emotional_support,0.2605031299373292,0.14379078518011754,False,high,1,low,4,False,3,3,True,False,True
593030724678193152,RT @WSJ: Hindus bear loved ones’ bodies to Nepal holy site. “Nobody will love me as much as she did” http://t.co/OxhJubLvkp http://t.co/rUy…,RT USER : Hindus bear loved ones’ bodies to Nepal holy site. “Nobody will love me as much as she did” URL URL,injured_or_dead_people,high,1,injured_or_dead_people,not_related_or_irrelevant,0.2364082837005276,0.07645575138499731,False,high,1,low,4,False,3,3,True,False,True
592749758839713792,Dhungana family moved from Nepal 7 mnth ago. Family are okay but an orphan who lived with them is not. #cbcwdr http://t.co/izx7kUHCP2,Dhungana family moved from Nepal 7 mnth ago. Family are okay but an orphan who lived with them is not. cbcwdr URL,injured_or_dead_people,high,1,injured_or_dead_people,sympathy_and_emotional_support,0.19682075437814822,0.06958809423335725,False,high,1,low,4,False,3,3,True,False,True
591930922426994689,@timesofindia  Really pathetic. Still we dont know how much the toll will rise. #NepalEarthquake.,USER Really pathetic. Still we dont know how much the toll will rise. NepalEarthquake.,injured_or_dead_people,high,1,injured_or_dead_people,not_related_or_irrelevant,0.1910937562040616,0.1364624754201123,False,high,1,low,4,False,3,3,True,False,True
591989866990174209,"RT @ANI_news: It is very shocking, very unfortunate that hundreds of people fell victim to this natural calamity in Nepal: Ram Madhav (BJP)…","RT USER : It is very shocking, very unfortunate that hundreds of people fell victim to this natural calamity in Nepal: Ram Madhav (BJP)…",injured_or_dead_people,high,1,injured_or_dead_people,not_related_or_irrelevant,0.1815092927827419,0.13710582379542885,False,high,1,low,4,False,3,3,True,False,True
592272191745490944,"Jannat Director Kunal Deshmukh 'Safe' in Quake-Hit Nepal: ""Just talked to Kunal &amp; Sonali. They r both sitting on the Kathmandu runway...","Jannat Director Kunal Deshmukh 'Safe' in Quake-Hit Nepal: ""Just talked to Kunal &amp; Sonali. They r both sitting on the Kathmandu runway...",missing_trapped_or_found_people,high,1,missing_trapped_or_found_people,other_useful_information,0.26523675224469445,0.08770458237034837,False,high,1,medium,3,False,2,2,True,False,True
592600384452997120,#The Latest on #Nepal Quake Foreign Tourists out in the Cold  http://t.co/qXH2aUQaLy #GMT #military,The Latest on Nepal Quake Foreign Tourists out in the Cold URL GMT military,missing_trapped_or_found_people,high,1,missing_trapped_or_found_people,other_useful_information,0.24696464332700102,0.11534626484796881,False,high,1,medium,3,False,2,2,True,False,True
592344069789061120,"RT @AdamSmith_USA: A 7.8 magnitude earthquake rocked Nepal this morning, claiming 900 lives. The aftermath is devastating. http://t.co/b1tl…","RT USER : A 7.8 magnitude earthquake rocked Nepal this morning, claiming 900 lives. The aftermath is devastating. URL",injured_or_dead_people,high,1,injured_or_dead_people,other_useful_information,0.24197029263019065,0.11698495227978771,False,high,1,medium,3,False,2,2,True,False,True
592160377519017984,RT @dispatchnewsdes: @meerasanyal Rescue operation is only concentrated to Kathmandu over 2000 dead no news from small towns  updates http:…,RT USER : USER Rescue operation is only concentrated to Kathmandu over 2000 dead no news from small towns updates URL,injured_or_dead_people,high,1,injured_or_dead_people,other_useful_information,0.23926276791848275,0.1670339581703322,False,high,1,medium,3,False,2,2,True,False,True
593151641898995714,"RT @dna: Nepal quake: Bihar hospital pastes 'bhukamp' stickers on injured, removes after being exposed http://t.co/ikRFsJ49Fj","RT USER : Nepal quake: Bihar hospital pastes 'bhukamp' stickers on injured, removes after being exposed URL",injured_or_dead_people,high,1,injured_or_dead_people,other_useful_information,0.23697303185968355,0.17207568003746815,False,high,1,medium,3,False,2,2,True,False,True
