tweet_id,tweet_text,clean_text,label,priority_level,priority_score,true_label,predicted_label,prediction_confidence,true_label_confidence,label_correct,true_priority_level,true_priority_score,predicted_priority_level,predicted_priority_score,priority_correct,priority_signed_error,priority_distance,under_prioritised,over_prioritised,severe_priority_error
592327306909069312,Very sad RIP those souls missing in Nepal  https://t.co/IHqFzwimXr,Very sad RIP those souls missing in Nepal URL,sympathy_and_emotional_support,low,4,sympathy_and_emotional_support,missing_trapped_or_found_people,0.42070373825414115,0.13046521696414956,False,low,4,high,1,False,-3,3,False,True,True
593501343035207682,Another smart way to use the Internet to find missing people. http://t.co/EQEm5vlEZX,Another smart way to use the Internet to find missing people. URL,not_related_or_irrelevant,low,4,not_related_or_irrelevant,missing_trapped_or_found_people,0.3729742339113293,0.08821919368617422,False,low,4,high,1,False,-3,3,False,True,True
592339713131970560,"State Dept ""Confirm that 3 U.S. citizens died in Nepal on April 25. US expresses its deepest condolences to family &amp; friends of victims.""","State Dept ""Confirm that 3 U.S. citizens died in Nepal on April 25. US expresses its deepest condolences to family &amp; friends of victims.""",injured_or_dead_people,high,1,injured_or_dead_people,sympathy_and_emotional_support,0.2605031299373292,0.14379078518011754,False,high,1,low,4,False,3,3,True,False,True
593030724678193152,RT @WSJ: Hindus bear loved ones’ bodies to Nepal holy site. “Nobody will love me as much as she did” http://t.co/OxhJubLvkp http://t.co/rUy…,RT USER : Hindus bear loved ones’ bodies to Nepal holy site. “Nobody will love me as much as she did” URL URL,injured_or_dead_people,high,1,injured_or_dead_people,not_related_or_irrelevant,0.2364082837005276,0.07645575138499731,False,high,1,low,4,False,3,3,True,False,True
592672862101741568,"RT @DDerrickeWINS: Candlelight Vigil for Nepal in Jackson Heights, Queens. Hear from the many mourners on #1010WINS http://t.co/tbvc7dqFCJ","RT USER : Candlelight Vigil for Nepal in Jackson Heights, Queens. Hear from the many mourners on 1010WINS URL",sympathy_and_emotional_support,low,4,sympathy_and_emotional_support,missing_trapped_or_found_people,0.208464164341231,0.17075633362570494,False,low,4,high,1,False,-3,3,False,True,True
592749758839713792,Dhungana family moved from Nepal 7 mnth ago. Family are okay but an orphan who lived with them is not. #cbcwdr http://t.co/izx7kUHCP2,Dhungana family moved from Nepal 7 mnth ago. Family are okay but an orphan who lived with them is not. cbcwdr URL,injured_or_dead_people,high,1,injured_or_dead_people,sympathy_and_emotional_support,0.19682075437814822,0.06958809423335725,False,high,1,low,4,False,3,3,True,False,True
591930922426994689,@timesofindia  Really pathetic. Still we dont know how much the toll will rise. #NepalEarthquake.,USER Really pathetic. Still we dont know how much the toll will rise. NepalEarthquake.,injured_or_dead_people,high,1,injured_or_dead_people,not_related_or_irrelevant,0.1910937562040616,0.1364624754201123,False,high,1,low,4,False,3,3,True,False,True
591989866990174209,"RT @ANI_news: It is very shocking, very unfortunate that hundreds of people fell victim to this natural calamity in Nepal: Ram Madhav (BJP)…","RT USER : It is very shocking, very unfortunate that hundreds of people fell victim to this natural calamity in Nepal: Ram Madhav (BJP)…",injured_or_dead_people,high,1,injured_or_dead_people,not_related_or_irrelevant,0.1815092927827419,0.13710582379542885,False,high,1,low,4,False,3,3,True,False,True
592592940729401344,"Landslides, Shortages Hinder Rescues As Nepal Quake Toll Rises: Officials in Nepal say the death toll from the... http://t.co/Um3LqGuITd","Landslides, Shortages Hinder Rescues As Nepal Quake Toll Rises: Officials in Nepal say the death toll from the... URL",other_useful_information,medium,3,other_useful_information,injured_or_dead_people,0.8477981565875325,0.020534874208096864,False,medium,3,high,1,False,-2,2,False,True,True
592912454734217216,"RT @tech2eets: #Google, #Facebook join Red Cross to find thousands missing after Nepal quake http://t.co/a28AUcoGe0 http://t.co/2zxUdVLBPm","RT USER : Google, Facebook join Red Cross to find thousands missing after Nepal quake URL URL",donation_needs_or_offers_or_volunteering_services,medium,3,donation_needs_or_offers_or_volunteering_services,missing_trapped_or_found_people,0.6911592692571623,0.053846388628168235,False,medium,3,high,1,False,-2,2,False,True,True
